CONTRATO;Fecha_FI
CTO_TO_013109;2q/2019
CTO_TO_006511;2q/2019
CTO_TO_000087;2q/2019
CTO_TO_058868;2q/2019
CTO_TO_007888;3q/2019
CTO_TO_013109;3q/2019
CTO_TO_052183;3q/2019
CTO_TO_044800;3q/2019
CTO_TO_022374;3q/2019
CTO_TO_012769;3q/2019
CTO_TO_041713;3q/2019
CTO_TO_012708;3q/2019
CTO_TO_000056;3q/2019
CTO_TO_015271;4q/2019
CTO_TO_052169;4q/2019
CTO_TO_036387;4q/2019
CTO_TO_022366;4q/2019
CTO_TO_006555;4q/2019
CTO_TO_000060;4q/2019
CTO_TO_030703;4q/2019
CTO_TO_036880;2q/2011
CTO_TO_031869;4q/2011
CTO_TO_037038;4q/2011
CTO_TO_005748;4q/2011
CTO_TO_037748;1q/2012
CTO_TO_011498;1q/2012
CTO_TO_011497;1q/2012
CTO_TO_011493;1q/2012
CTO_TO_037029;1q/2012
CTO_TO_037738;2q/2012
CTO_TO_036867;2q/2012
CTO_TO_041617;3q/2012
CTO_TO_011229;1q/2014
CTO_TO_036867;2q/2014
CTO_TO_028169;4q/2014
CTO_TO_039175;4q/2014
CTO_TO_028175;4q/2014
CTO_TO_013891;4q/2014
CTO_TO_028169;1q/2015
CTO_TO_021426;1q/2015
CTO_TO_028168;1q/2015
CTO_TO_018911;2q/2015
CTO_TO_037039;3q/2015
CTO_TO_028179;3q/2015
CTO_TO_037382;4q/2015
CTO_TO_011487;4q/2015
CTO_TO_028169;1q/2016
CTO_TO_036938;1q/2016
CTO_TO_036409;1q/2016
CTO_TO_037790;1q/2016
CTO_TO_013889;1q/2016
CTO_TO_031874;1q/2016
CTO_TO_049864;2q/2016
CTO_TO_011501;2q/2016
CTO_TO_036938;2q/2016
CTO_TO_039202;3q/2016
CTO_TO_029265;3q/2016
CTO_TO_049866;3q/2016
CTO_TO_036395;3q/2016
CTO_TO_018900;3q/2016
CTO_TO_054622;3q/2016
CTO_TO_039168;3q/2016
CTO_TO_054617;3q/2016
CTO_TO_029269;3q/2016
CTO_TO_037738;4q/2016
CTO_TO_036932;4q/2016
CTO_TO_036428;4q/2016
CTO_TO_011509;4q/2016
CTO_TO_036914;4q/2016
CTO_TO_011226;4q/2016
CTO_TO_037738;1q/2017
CTO_TO_036929;1q/2017
CTO_TO_036936;1q/2017
CTO_TO_037822;1q/2017
CTO_TO_037041;1q/2017
CTO_TO_037048;2q/2017
CTO_TO_054611;2q/2017
CTO_TO_036866;2q/2017
CTO_TO_037734;4q/2017
CTO_TO_037756;4q/2017
CTO_TO_037753;4q/2017
CTO_TO_037376;4q/2017
CTO_TO_036395;4q/2017
CTO_TO_037765;4q/2017
CTO_TO_028179;4q/2017
CTO_TO_037834;2q/2018
CTO_TO_054630;2q/2018
CTO_TO_036930;2q/2018
CTO_TO_037739;3q/2018
CTO_TO_011498;3q/2018
CTO_TO_039202;3q/2018
CTO_TO_018910;3q/2018
CTO_TO_006565;4q/2018
CTO_TO_013874;4q/2018
CTO_TO_036875;4q/2018
CTO_TO_037826;4q/2018
CTO_TO_036984;4q/2018
CTO_TO_037824;2q/2019
CTO_TO_013884;2q/2019
CTO_TO_018908;2q/2019
CTO_TO_036953;2q/2019
CTO_TO_019173;3q/2019
CTO_TO_011487;3q/2019
CTO_TO_036955;3q/2019
CTO_TO_054634;3q/2019
CTO_TO_011234;3q/2019
CTO_TO_021422;3q/2019
CTO_TO_039209;3q/2019
CTO_TO_037834;4q/2019
CTO_TO_037779;4q/2019
CTO_TO_003807;4q/2019
CTO_TO_028187;4q/2019
CTO_TO_005755;4q/2019
CTO_TO_036955;4q/2019
CTO_TO_041623;2q/2011
CTO_TO_020051;2q/2011
CTO_TO_008397;2q/2011
CTO_TO_026396;3q/2011
CTO_TO_049782;3q/2011
CTO_TO_053140;3q/2011
CTO_TO_053143;3q/2011
CTO_TO_007850;4q/2011
CTO_TO_047171;4q/2011
CTO_TO_020057;4q/2011
CTO_TO_046946;4q/2011
CTO_TO_039306;4q/2011
CTO_TO_049789;4q/2011
CTO_TO_026389;1q/2012
CTO_TO_026337;1q/2012
CTO_TO_021472;1q/2012
CTO_TO_047102;1q/2012
CTO_TO_047142;1q/2012
CTO_TO_047170;1q/2012
CTO_TO_016001;1q/2012
CTO_TO_007844;2q/2012
CTO_TO_047197;2q/2012
CTO_TO_045695;2q/2012
CTO_TO_039296;2q/2012
CTO_TO_049856;2q/2012
CTO_TO_058985;1q/2013
CTO_TO_026311;4q/2013
CTO_TO_041665;4q/2013
CTO_TO_021472;4q/2013
CTO_TO_049780;4q/2013
CTO_TO_039288;1q/2014
CTO_TO_026309;1q/2014
CTO_TO_047224;1q/2014
CTO_TO_047057;1q/2014
CTO_TO_045708;3q/2014
CTO_TO_039295;3q/2014
CTO_TO_026359;3q/2014
CTO_TO_026302;4q/2014
CTO_TO_041657;4q/2014
CTO_TO_016006;4q/2014
CTO_TO_026181;4q/2014
CTO_TO_019279;4q/2014
CTO_TO_047047;4q/2014
CTO_TO_026636;4q/2014
CTO_TO_038794;4q/2014
CTO_TO_014482;4q/2014
CTO_TO_014501;4q/2014
CTO_TO_026177;4q/2014
CTO_TO_026308;1q/2015
CTO_TO_039288;1q/2015
CTO_TO_032409;1q/2015
CTO_TO_026181;1q/2015
CTO_TO_020051;1q/2015
CTO_TO_045697;1q/2015
CTO_TO_026301;1q/2015
CTO_TO_026296;2q/2015
CTO_TO_008392;2q/2015
CTO_TO_032408;2q/2015
CTO_TO_020045;2q/2015
CTO_TO_016005;2q/2015
CTO_TO_049729;2q/2015
CTO_TO_014472;2q/2015
CTO_TO_047139;2q/2015
CTO_TO_026392;3q/2015
CTO_TO_026328;3q/2015
CTO_TO_049786;3q/2015
CTO_TO_014477;3q/2015
CTO_TO_045695;3q/2015
CTO_TO_026633;3q/2015
CTO_TO_047172;3q/2015
CTO_TO_049795;3q/2015
CTO_TO_007086;4q/2015
CTO_TO_026332;4q/2015
CTO_TO_026274;1q/2016
CTO_TO_026385;1q/2016
CTO_TO_007839;1q/2016
CTO_TO_039315;1q/2016
CTO_TO_047082;1q/2016
CTO_TO_008395;1q/2016
CTO_TO_059127;1q/2016
CTO_TO_047139;1q/2016
CTO_TO_026278;1q/2016
CTO_TO_026345;2q/2016
CTO_TO_039317;2q/2016
CTO_TO_039315;2q/2016
CTO_TO_047082;2q/2016
CTO_TO_049792;2q/2016
CTO_TO_016054;2q/2016
CTO_TO_014497;2q/2016
CTO_TO_026634;2q/2016
CTO_TO_047139;2q/2016
CTO_TO_026161;2q/2016
CTO_TO_032409;3q/2016
CTO_TO_037885;3q/2016
CTO_TO_049801;3q/2016
CTO_TO_007838;3q/2016
CTO_TO_049790;3q/2016
CTO_TO_047152;3q/2016
CTO_TO_046936;3q/2016
CTO_TO_016053;3q/2016
CTO_TO_046920;3q/2016
CTO_TO_047139;3q/2016
CTO_TO_048383;3q/2016
CTO_TO_028216;3q/2016
CTO_TO_014475;3q/2016
CTO_TO_047210;1q/2017
CTO_TO_026380;1q/2017
CTO_TO_014491;2q/2017
CTO_TO_047067;2q/2017
CTO_TO_026308;4q/2017
CTO_TO_028241;4q/2017
CTO_TO_047176;4q/2017
CTO_TO_008396;4q/2017
CTO_TO_014493;4q/2017
CTO_TO_007102;1q/2018
CTO_TO_039291;2q/2018
CTO_TO_007842;2q/2018
CTO_TO_041616;2q/2018
CTO_TO_045708;2q/2018
CTO_TO_039303;2q/2018
CTO_TO_026632;2q/2018
CTO_TO_007843;2q/2018
CTO_TO_038794;2q/2018
CTO_TO_028236;2q/2018
CTO_TO_039288;3q/2018
CTO_TO_026282;3q/2018
CTO_TO_026392;3q/2018
CTO_TO_049782;3q/2018
CTO_TO_045700;3q/2018
CTO_TO_021483;3q/2018
CTO_TO_046933;3q/2018
CTO_TO_028196;3q/2018
CTO_TO_038794;3q/2018
CTO_TO_014482;3q/2018
CTO_TO_016051;3q/2018
CTO_TO_020050;3q/2018
CTO_TO_021394;3q/2018
CTO_TO_049744;3q/2018
CTO_TO_028236;3q/2018
CTO_TO_049771;3q/2018
CTO_TO_026352;4q/2018
CTO_TO_020060;4q/2018
CTO_TO_048383;4q/2018
CTO_TO_026267;4q/2018
CTO_TO_028216;4q/2018
CTO_TO_049754;4q/2018
CTO_TO_026380;4q/2018
CTO_TO_026625;4q/2018
CTO_TO_047135;4q/2018
CTO_TO_026282;1q/2019
CTO_TO_039291;1q/2019
CTO_TO_014477;1q/2019
CTO_TO_014473;1q/2019
CTO_TO_041830;2q/2019
CTO_TO_047222;2q/2019
CTO_TO_026466;2q/2019
CTO_TO_008396;2q/2019
CTO_TO_026398;2q/2019
CTO_TO_046978;3q/2019
CTO_TO_014479;3q/2019
CTO_TO_039297;3q/2019
CTO_TO_039317;3q/2019
CTO_TO_014473;3q/2019
CTO_TO_049766;3q/2019
CTO_TO_020060;3q/2019
CTO_TO_014496;3q/2019
CTO_TO_020056;3q/2019
CTO_TO_047139;3q/2019
CTO_TO_049754;3q/2019
CTO_TO_049742;3q/2019
CTO_TO_014493;3q/2019
CTO_TO_009035;3q/2019
CTO_TO_041657;4q/2019
CTO_TO_047234;4q/2019
CTO_TO_039297;4q/2019
CTO_TO_047197;4q/2019
CTO_TO_028192;4q/2019
CTO_TO_049750;4q/2019
CTO_TO_049763;4q/2019
CTO_TO_049735;4q/2019
CTO_TO_021471;4q/2019
CTO_TO_026626;4q/2019
CTO_TO_049798;4q/2019
CTO_TO_026627;4q/2019
CTO_TO_045703;4q/2019
CTO_TO_055357;4q/2019
CTO_TO_019264;4q/2019
CTO_TO_016047;4q/2019
CTO_TO_049742;4q/2019
CTO_TO_053625;3q/2011
CTO_TO_046995;4q/2011
CTO_TO_053545;4q/2011
CTO_TO_027078;1q/2012
CTO_TO_027096;1q/2012
CTO_TO_046998;1q/2012
CTO_TO_046902;1q/2012
CTO_TO_053616;1q/2012
CTO_TO_050934;1q/2012
CTO_TO_007915;1q/2012
CTO_TO_007894;4q/2012
CTO_TO_047063;3q/2013
CTO_TO_027065;4q/2013
CTO_TO_047916;1q/2014
CTO_TO_053604;1q/2014
CTO_TO_036892;1q/2014
CTO_TO_047912;4q/2014
CTO_TO_027061;4q/2014
CTO_TO_007059;1q/2015
CTO_TO_007911;2q/2015
CTO_TO_042774;2q/2015
CTO_TO_007891;2q/2015
CTO_TO_047011;3q/2015
CTO_TO_047036;3q/2015
CTO_TO_027156;3q/2015
CTO_TO_046988;4q/2015
CTO_TO_037867;4q/2015
CTO_TO_046964;4q/2015
CTO_TO_036893;4q/2015
CTO_TO_013945;1q/2016
CTO_TO_036884;1q/2016
CTO_TO_036891;1q/2016
CTO_TO_027091;1q/2016
CTO_TO_027139;1q/2016
CTO_TO_042758;2q/2016
CTO_TO_053590;3q/2016
CTO_TO_042751;3q/2016
CTO_TO_007923;3q/2016
CTO_TO_047005;3q/2016
CTO_TO_013936;3q/2016
CTO_TO_035759;3q/2016
CTO_TO_047022;3q/2016
CTO_TO_013932;4q/2016
CTO_TO_007062;4q/2016
CTO_TO_047056;4q/2016
CTO_TO_042774;4q/2016
CTO_TO_027156;4q/2016
CTO_TO_037893;1q/2017
CTO_TO_042723;4q/2017
CTO_TO_027071;4q/2017
CTO_TO_053602;1q/2018
CTO_TO_027176;2q/2018
CTO_TO_047015;2q/2018
CTO_TO_007060;3q/2018
CTO_TO_027174;3q/2018
CTO_TO_053583;3q/2018
CTO_TO_037868;3q/2018
CTO_TO_013958;4q/2018
CTO_TO_054682;3q/2019
CTO_TO_035743;3q/2019
CTO_TO_053577;3q/2019
CTO_TO_047016;3q/2019
CTO_TO_046927;4q/2019
CTO_TO_046958;4q/2019
CTO_TO_042761;4q/2019
CTO_TO_010106;4q/2011
CTO_TO_006688;2q/2018
CTO_TO_008459;1q/2017
CTO_TO_042855;4q/2018
CTO_TO_051795;1q/2019
CTO_TO_023716;3q/2019
CTO_TO_042860;3q/2019
CTO_TO_006462;3q/2019
CTO_TO_023706;4q/2019
CTO_TO_042855;4q/2019
