image_type,image_number,patience_validation,patience_plateau,delta_min,batch_size,split_size,max_loss_reset,learning_rate,weight_decay,first_conv_outchann,second_conv_outchann,fclayer1,fclayer2,criterion_type,optimizer,verbosity,accuracy,precision,recall,f1,average_loss,combined_score,rank
RAW,2,1,1,0.1,40,0.8,1,0.0001,0.03,12,24,210,None,BCElogitsloss,Adam,1,0.36363636363636376,0.31746031746031733,0.9230769230769231,0.8370221327967806,0.8309666046493864,0.363535899969511,61.0
RAW,2,1,1,0.1,40,0.8,1,0.0001,0.01,10,24,210,None,BCElogitsloss,Adam,1,0.4545454545454546,0.3571428571428571,0.3846153846153846,0.5492957746478873,0.12213298007571616,0.4541724739416986,58.0
RAW,2,1,1,0.1,40,0.8,1,0.0001,0.01,12,24,210,None,BCElogitsloss,Adam,1,0.6363636363636365,0.5102040816326529,0.5384615384615384,0.7260806216610004,0.7885482826804794,0.6358795937058397,28.5
RAW,2,1,1,0.1,40,0.8,1,0.0001,0.02,10,24,210,None,BCElogitsloss,Adam,1,0.4545454545454546,0.3571428571428571,0.6923076923076923,0.7585513078470824,0.7271432374517973,0.4542121207248342,50.0
RAW,2,1,1,0.1,40,0.8,1,0.0001,0.02,12,24,210,None,BCElogitsloss,Adam,1,0.8181818181818181,0.663265306122449,0.6153846153846153,0.8397280233122875,0.6889130101869841,0.8175768017741968,8.5
RAW,2,1,1,0.1,40,0.8,1,0.0005,0.03,10,24,210,None,BCElogitsloss,Adam,1,0.6363636363636365,0.6249999999999999,0.30769230769230765,0.5333741579914267,0.5710740871234826,0.6362788232274319,25.0
RAW,2,1,1,0.1,40,0.8,1,0.0005,0.03,12,24,210,None,BCElogitsloss,Adam,1,0.4545454545454546,0.3571428571428571,0.8461538461538461,0.8309859154929577,0.01355688509754327,0.454231944116402,48.0
RAW,2,1,1,0.1,40,0.8,1,0.0005,0.01,10,24,210,None,BCElogitsloss,Adam,1,0.8181818181818181,0.5714285714285713,0.8461538461538461,0.9468812877263582,0.6677629334859988,0.8172633651743934,13.0
RAW,2,1,1,0.1,40,0.8,1,0.0005,0.01,12,24,210,None,BCElogitsloss,Adam,1,0.18181818181818188,0.18796992481203,0.5384615384615384,0.592377796188898,0.07762716319431051,0.18188712362121912,71.0
RAW,2,1,1,0.1,40,0.8,1,0.0005,0.02,10,24,210,None,BCElogitsloss,Adam,1,0.36363636363636376,0.30612244897959184,0.6923076923076923,0.732394366197183,0.5013264758621231,0.36346379800720185,64.0
RAW,2,1,1,0.1,40,0.8,1,0.0005,0.02,12,24,210,None,BCElogitsloss,Adam,1,0.8181818181818181,0.663265306122449,0.6153846153846153,0.8397280233122875,0.5036184068885236,0.8175768017741968,8.5
RAW,2,1,1,0.1,40,0.8,1,0.0002,0.03,10,24,210,None,BCElogitsloss,Adam,1,0.5454545454545454,0.5102040816326529,0.23076923076923073,0.4161331626120358,0.5864404190416138,0.5452822751423799,36.0
RAW,2,1,1,0.1,40,0.8,1,0.0002,0.03,12,24,210,None,BCElogitsloss,Adam,1,0.5454545454545454,0.4285714285714285,0.5384615384615384,0.6957746478873238,0.6680894321880543,0.545016880425822,38.5
RAW,2,1,1,0.1,40,0.8,1,0.0002,0.01,10,24,210,None,BCElogitsloss,Adam,1,0.4545454545454546,0.3571428571428571,0.5384615384615384,0.667423898228078,0.48453425821329577,0.4541922973332664,53.5
RAW,2,1,1,0.1,40,0.8,1,0.0002,0.01,12,24,210,None,BCElogitsloss,Adam,1,0.7272727272727273,0.5714285714285713,0.6153846153846153,0.8056338028169012,0.9057528547106986,0.7266759583067177,21.0
RAW,2,1,1,0.1,40,0.8,1,0.0002,0.02,10,24,210,None,BCElogitsloss,Adam,1,0.4545454545454546,0.3571428571428571,0.7692307692307692,0.7967263037685572,0.34534516566626505,0.4542220324206181,49.0
RAW,2,1,1,0.1,40,0.8,1,0.0002,0.02,12,24,210,None,BCElogitsloss,Adam,1,0.8181818181818181,0.5519480519480519,0.9230769230769231,0.9748762847354395,0.7317557055835396,0.8172004828759322,15.0
RAW,2,1,1,0.1,40,0.8,1,0.0003,0.03,10,24,210,None,BCElogitsloss,Adam,1,0.8181818181818181,0.7142857142857141,0.5384615384615384,0.7934272300469483,0.8507790101772491,0.8177575410157212,7.0
RAW,2,1,1,0.1,40,0.8,1,0.0003,0.03,12,24,210,None,BCElogitsloss,Adam,1,0.4545454545454546,0.3571428571428571,0.5384615384615384,0.667423898228078,0.6110209786648823,0.4541922973332664,53.5
RAW,2,1,1,0.1,40,0.8,1,0.0003,0.01,10,24,210,None,BCElogitsloss,Adam,1,0.5454545454545454,0.4,0.9230769230769231,0.8880281690140845,0.7497552944647611,0.5449596743798489,47.0
RAW,2,1,1,0.1,40,0.8,1,0.0003,0.01,12,24,210,None,BCElogitsloss,Adam,1,1.0,0.8928571428571427,0.6153846153846153,0.9154929577464788,1.0,0.9995500745527328,1.0
RAW,2,1,1,0.1,40,0.8,1,0.0003,0.02,10,24,210,None,BCElogitsloss,Adam,1,0.7272727272727273,0.6043956043956044,0.5384615384615384,0.7585513078470824,0.7198250985393301,0.7267892364473484,19.5
RAW,2,1,1,0.1,40,0.8,1,0.0003,0.02,12,24,210,None,BCElogitsloss,Adam,1,0.6363636363636365,0.5102040816326529,0.5384615384615384,0.7260806216610004,0.6385064781161623,0.6358795937058397,28.5
RAW,2,1,1,0.1,50,0.8,1,0.0001,0.03,10,24,210,None,BCElogitsloss,Adam,1,0.6363636363636365,0.4642857142857143,0.7692307692307692,0.8527162977867202,0.8330060233768577,0.6357377429496138,34.0
RAW,2,1,1,0.1,50,0.8,1,0.0001,0.03,12,24,210,None,BCElogitsloss,Adam,1,0.7272727272727273,0.5263157894736842,0.7692307692307692,0.8831814415907207,0.9213812093257314,0.7265272061326654,23.0
RAW,2,1,1,0.1,50,0.8,1,0.0001,0.01,10,24,210,None,BCElogitsloss,Adam,1,0.36363636363636376,0.3201970443349754,1.0,0.8655569782330343,0.8661903479944479,0.36355603815235366,60.0
RAW,2,1,1,0.1,50,0.8,1,0.0001,0.01,12,24,210,None,BCElogitsloss,Adam,1,0.7272727272727273,0.6043956043956044,0.5384615384615384,0.7585513078470824,0.6943671859818231,0.7267892364473484,19.5
RAW,2,1,1,0.1,50,0.8,1,0.0001,0.02,10,24,210,None,BCElogitsloss,Adam,1,0.9090909090909092,0.6390977443609022,0.8461538461538461,0.980115990057995,0.8137310676619884,0.9080739003031476,4.0
RAW,2,1,1,0.1,50,0.8,1,0.0001,0.02,12,24,210,None,BCElogitsloss,Adam,1,0.5454545454545454,0.40816326530612235,0.7692307692307692,0.823943661971831,0.6962614026489079,0.5449703551382504,45.0
RAW,2,1,1,0.1,50,0.8,1,0.0005,0.03,10,24,210,None,BCElogitsloss,Adam,1,0.5454545454545454,0.413533834586466,0.6923076923076923,0.7862468931234465,0.8703098480171007,0.5449805119621832,42.5
RAW,2,1,1,0.1,50,0.8,1,0.0005,0.03,12,24,210,None,BCElogitsloss,Adam,1,0.7272727272727273,0.6493506493506492,0.4615384615384615,0.7042253521126759,0.8419798701568578,0.7269473108921299,18.0
RAW,2,1,1,0.1,50,0.8,1,0.0005,0.01,10,24,210,None,BCElogitsloss,Adam,1,0.5454545454545454,0.4285714285714285,0.5384615384615384,0.6957746478873238,0.7811175166928077,0.545016880425822,38.5
RAW,2,1,1,0.1,50,0.8,1,0.0005,0.01,12,24,210,None,BCElogitsloss,Adam,1,0.8181818181818181,0.7857142857142855,0.4615384615384615,0.7397183098591549,0.47027225573535036,0.818014540632169,5.5
RAW,2,1,1,0.1,50,0.8,1,0.0005,0.02,10,24,210,None,BCElogitsloss,Adam,1,1.0,0.8163265306122448,0.6923076923076923,0.9533754249635744,0.8846752667123714,0.999274009842554,2.0
RAW,2,1,1,0.1,50,0.8,1,0.0005,0.02,12,24,210,None,BCElogitsloss,Adam,1,0.36363636363636376,0.30612244897959184,0.6923076923076923,0.732394366197183,0.6356461697621015,0.36346379800720185,64.0
RAW,2,1,1,0.1,50,0.8,1,0.0002,0.03,10,24,210,None,BCElogitsloss,Adam,1,0.5454545454545454,0.40816326530612235,0.7692307692307692,0.823943661971831,0.7986983485231363,0.5449703551382504,45.0
RAW,2,1,1,0.1,50,0.8,1,0.0002,0.03,12,24,210,None,BCElogitsloss,Adam,1,0.8181818181818181,0.5714285714285713,0.8461538461538461,0.9468812877263582,0.8915076264779963,0.8172633651743934,13.0
RAW,2,1,1,0.1,50,0.8,1,0.0002,0.01,10,24,210,None,BCElogitsloss,Adam,1,0.36363636363636376,0.0,0.0,0.0,0.7076121000718522,0.3622306871212961,67.0
RAW,2,1,1,0.1,50,0.8,1,0.0002,0.01,12,24,210,None,BCElogitsloss,Adam,1,0.18181818181818188,0.22857142857142854,0.7692307692307692,0.7232394366197183,0.5080670265890507,0.18206857671762894,69.0
RAW,2,1,1,0.1,50,0.8,1,0.0002,0.02,10,24,210,None,BCElogitsloss,Adam,1,0.6363636363636365,0.5357142857142857,0.4615384615384615,0.6713615023474178,0.8753643624420155,0.63596500747871,26.5
RAW,2,1,1,0.1,50,0.8,1,0.0002,0.02,12,24,210,None,BCElogitsloss,Adam,1,0.4545454545454546,0.3571428571428571,0.4615384615384615,0.6124332200097135,0.8886426752524842,0.4541823856374825,56.5
RAW,2,1,1,0.1,50,0.8,1,0.0003,0.03,10,24,210,None,BCElogitsloss,Adam,1,0.36363636363636376,0.30612244897959184,0.6923076923076923,0.732394366197183,0.781638941110792,0.36346379800720185,64.0
RAW,2,1,1,0.1,50,0.8,1,0.0003,0.03,12,24,210,None,BCElogitsloss,Adam,1,0.5454545454545454,0.413533834586466,0.6923076923076923,0.7862468931234465,0.8995844255626018,0.5449805119621832,42.5
RAW,2,1,1,0.1,50,0.8,1,0.0003,0.01,10,24,210,None,BCElogitsloss,Adam,1,0.5454545454545454,0.4545454545454545,0.3846153846153846,0.5774647887323944,0.9204446972230012,0.5450941156932476,37.0
RAW,2,1,1,0.1,50,0.8,1,0.0003,0.01,12,24,210,None,BCElogitsloss,Adam,1,0.6363636363636365,0.5357142857142857,0.4615384615384615,0.6713615023474178,0.6610405798197593,0.63596500747871,26.5
RAW,2,1,1,0.1,50,0.8,1,0.0003,0.02,10,24,210,None,BCElogitsloss,Adam,1,0.8181818181818181,0.5357142857142857,1.0,0.9999999999999998,0.8762125102171253,0.8171497329098453,16.0
RAW,2,1,1,0.1,50,0.8,1,0.0003,0.02,12,24,210,None,BCElogitsloss,Adam,1,0.5454545454545454,0.4201680672268907,0.6153846153846153,0.743838028169014,0.8799188695656406,0.5449953907907552,40.5
