url,reviewDate,textualRating,languageCode,publisher.name,publisher.site,title,text,claimant,claimDate
https://www.animalpolitico.com/elsabueso/coronavirus-no-electrificacion-red5g/,2020-04-21T00:00:00Z,Falso,es,Animal Político,animalpolitico.com,COVID-19 no es resultado de la electrificación de la tierra ni de la red 5G,"La pandemia de COVID-19 fue causada por la red 5G, y todas las pandemias son causadas por la “electrificación” de la tierra.",,2020-04-21T16:38:38Z
https://www.animalpolitico.com/elsabueso/no-covid-no-es-trombosis-tratar-antibioticos/,2020-04-21T00:00:00Z,Falso,es,Animal Político,animalpolitico.com,"No, el COVID no es una trombosis que se debe tratar con antibióticos",Gracias a las autopsias efectuada por los italianos se demostró que no es neumonía sino es : coagulación intravascular diseminada (trombosis). Entonces la forma de combatirlo es con antibióticos,,2020-04-21T10:42:42Z
https://www.newtral.es/el-coronavirus-de-wuhan-epidemia-mundial-de-bulos-xiv/20200417/,2020-04-17T00:00:00Z,Falso,es,Newtral,newtral.es,El coronavirus de Wuhan: epidemia mundial de bulos (XIV) | Newtral,El Gobierno rechaza test de COVID-19 de Genomica por estar bajo la dirección de una hermana de Cospedal,,
https://www.newtral.es/el-coronavirus-de-wuhan-epidemia-mundial-de-bulos-xiv/20200417/,2020-04-17T00:00:00Z,Falso,es,Newtral,newtral.es,El coronavirus de Wuhan: epidemia mundial de bulos (XIV) | Newtral,La SESCAM prohíbe usar máscaras de buceo adaptadas en pacientes de COVID-19,,
https://colombiacheck.com/chequeos/meme-saca-de-contexto-la-oms-y-su-director-sobre-covid-19-y-aborto,2020-04-12T01:09:47Z,Cuestionable,es,ColombiaCheck,colombiacheck.com,Meme saca de contexto a la OMS y su director sobre Covid-19 y aborto,Tedros dijo que Covid-19 no se contagia entre humanos y aborto es esencial,,
https://www.animalpolitico.com/elsabueso/vaporizaciones-cura-no-covid-eucalipto/,2020-04-12T00:00:00Z,Falso,es,Animal Político,animalpolitico.com,Vaporizaciones de eucalipto no curan ni previenen el COVID-19,Con vaporizaciones de eucalipto se puede destruir el virus (SARS-COV-2) que causa la COVID-19.,,2020-04-12T14:47:38Z
https://www.newtral.es/es-falso-que-el-gobierno-haya-publicado-ya-las-fechas-de-finalizacion-de-las-medidas-de-confinamiento-por-el-covid-19/20200411/,2020-04-11T00:00:00Z,Falso,es,Newtral,newtral.es,Es falso que el Gobierno haya publicado ya las fechas de finalización de las medidas de confinamiento por el Covid-19,El Gobierno ha publicado ya las fechas de finalización de las medidas de confinamiento por el Covid-19,,
https://maldita.es/malditobulo/2020/04/11/siete-ninos-senegal-muertos-vacuna-coronavirus/,2020-04-12T00:00:00Z,Falso,es,Maldita.es,maldita.es,"No, no hay pruebas de que siete niños senegaleses hayan muerto después de que les pusiera una vacuna contra la COVID-19",Ayer se inició la vacunación masiva contra COVID-19 en Senegal y los primeros 7 niños que la recibieron murieron en el acto,,
https://colombiacheck.com/chequeos/estas-fotos-no-muestran-italianos-arrojando-dinero-las-calles-por-pandemia-de-covid-19,2020-04-11T19:09:22Z,Falso,es,ColombiaCheck,colombiacheck.com,Estas fotos no muestran a italianos arrojando dinero a las calles por pandemia de Covid-19,Italianos arrojan billetes a la calle en protesta por pandemia Covid-19,,
https://colombiacheck.com/chequeos/duque-no-es-tercer-mandatario-en-tomar-mejores-medidas-frente-al-covid-19,2020-04-10T20:58:49Z,Falso,es,ColombiaCheck,colombiacheck.com,Duque no es tercer mandatario en tomar mejores medidas frente al Covid-19,Duque tercer mejor mandatario en tomar medidas frente a covid-19,,
https://www.animalpolitico.com/elsabueso/suspension-pagos-servicios-covid-19-falso/,2020-04-10T00:00:00Z,Falso,es,Animal Político,animalpolitico.com,Falso que el gobierno suspendió pagos de servicios por contingencia,El gobierno mexicano anunció la suspensión de pagos a cinco servicios del sector público y privado por causa de la pandemia de Covid-19.,,2020-04-10T11:30:36Z
https://colombiacheck.com/chequeos/no-esta-no-es-una-foto-de-los-fallecidos-por-covid-19-atacando-en-ecuador,2020-04-09T18:29:19Z,Falso,es,ColombiaCheck,colombiacheck.com,"No, esta no es una foto de ‘los fallecidos por Covid-19 atacando en Ecuador’",Fallecidos por Covid-19 en Ecuador están atacando a la gente,,
https://colombiacheck.com/chequeos/falta-mucho-trecho-para-saber-si-la-ivermectina-cura-covid-19,2020-04-09T19:11:45Z,Cuestionable,es,ColombiaCheck,colombiacheck.com,Falta mucho trecho para saber si la ivermectina cura la Covid-19,La ivermectina cura Covid-19 porque mata el coronavirus en 48 horas,,
https://www.newtral.es/no-el-consumo-en-forma-de-bebida-de-ajo-cebolla-limon-y-jengibre-no-cura-el-covid-19/20200409/,2020-04-09T00:00:00Z,Falso,es,Newtral,newtral.es,"No, el consumo en forma de bebida de ajo, cebolla, limón y jengibre no cura el COVID-19","La bebida de ajo, cebolla, limón y jengibre cura el COVID-19",,
https://www.newtral.es/angeles-blanco-t5-no-ha-dado-gracias-a-dios-porque-la-situacion-se-complica-en-alemania-por-el-covid-19/20200408/,2020-04-08T00:00:00Z,Falso,es,Newtral,newtral.es,Ángeles Blanco (T5) no ha dado “gracias a Dios” porque la situación se complica en Alemania por el COVID-19,Ángeles Blanco dice “gracias a Dios” porque la situación se complica en Alemania por el COVID-19,,
